tax_id	species	genus	family	order	class	phylum	superkingdom
119236	NA	NA	NA	MIZ46	Deltaproteobacteria	Proteobacteria	Bacteria
246321	NA	NA	NA	MIZ46	Deltaproteobacteria	Proteobacteria	Bacteria
381777	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
565064	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
346925	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
535437	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
276445	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
540681	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
192369	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
60598	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
535087	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
581516	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
308535	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
546729	NA	NA	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
344633	NA	NA	NA	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
565517	NA	NA	JTB38	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
537008	NA	NA	JTB38	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
570102	NA	NA	JTB38	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
268705	NA	NA	JTB38	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
111722	NA	NA	JTB38	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
178175	NA	NA	JTB38	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
562069	NA	NA	NA	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
325961	NA	NA	NB1-i	NB1-j	Deltaproteobacteria	Proteobacteria	Bacteria
195498	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
274528	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
225442	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
254949	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
254628	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
75196	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
560806	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
237963	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
554552	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
539276	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
218567	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
113261	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
562536	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
156870	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
586966	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
251592	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
565643	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
539496	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
362520	NA	Chondromyces	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
347524	NA	NA	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
108677	NA	NA	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
222900	NA	NA	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
542445	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
522005	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
546642	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
236312	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
279253	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
332464	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
278622	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
565375	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
207878	NA	NA	Haliangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
136119	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
130774	NA	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
582110	NA	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
234490	NA	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
242301	NA	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
532843	NA	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
177418	Anaeromyxobactersp.Fw109-5	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
169586	NA	Anaeromyxobacter	Myxococcaceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
133876	NA	Stigmatella	Cystobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
584276	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
236994	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
141394	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
237842	NA	NA	NA	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
143335	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
244045	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
146553	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
259279	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
591167	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
582001	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
104157	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
527719	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
571587	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
326474	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
141399	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
109573	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
202514	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
242051	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
160740	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
509640	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
10719	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
541076	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
149523	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
163641	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
142841	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
229376	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
10733	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
90570	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
239296	NA	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
132337	Geobactermetallireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
141881	NA	NA	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
549687	NA	NA	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
140482	Pelobactercarbinolicus	Pelobacter	Pelobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
41059	NA	Pelobacter	Pelobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
103899	NA	Pelobacter	Pelobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
525862	NA	Desulfuromonas	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
210461	NA	Desulfuromonas	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
554911	NA	NA	NA	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
509809	NA	NA	NA	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
263005	NA	NA	NA	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
10662	NA	NA	NA	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
568378	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
559852	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
511753	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
449515	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
108675	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
237074	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
286079	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
10658	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
10686	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
110229	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
78716	NA	NA	Desulfuromonadaceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
136482	NA	NA	NA	NA	Deltaproteobacteria	Proteobacteria	Bacteria
234098	NA	NA	NA	NA	Deltaproteobacteria	Proteobacteria	Bacteria
225464	NA	NA	NA	NA	RB384	GOUTA4	Bacteria
325820	NA	NA	NA	GN09	TG3-1	TG3	Bacteria
91023	NA	NA	NA	ZB1	Ignavibacteria	Chlorobi	Bacteria
240724	NA	Ignavibacterium	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Chlorobi	Bacteria
213866	NA	NA	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Chlorobi	Bacteria
337082	NA	NA	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Chlorobi	Bacteria
363429	NA	NA	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Chlorobi	Bacteria
258229	NA	NA	NA	NA	SM1B09	Chlorobi	Bacteria
141738	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
60815	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
241447	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
222624	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
217881	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
152291	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
360408	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
586390	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
114547	NA	NA	NA	NA	SJA-28	Chlorobi	Bacteria
152302	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
408758	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
569201	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
196940	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
172221	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
145701	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
230544	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
565618	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
170662	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
149135	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
554198	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
561793	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
578382	NA	NA	NA	NA	BSV19	Chlorobi	Bacteria
554668	NA	Balneola	Balneolaceae	Sphingobacteriales	Sphingobacteria	Bacteroidetes	Bacteria
320231	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
525955	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
101215	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
190481	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
342087	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
66632	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
573049	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
230500	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
172515	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
576998	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
578477	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
227744	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
590041	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
141750	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
575472	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
248998	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
561016	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
542989	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
450857	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
356497	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
575686	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
339261	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
100077	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
254573	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
511108	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
252859	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
562142	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
541389	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
104489	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
103421	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
545820	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
232667	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
150756	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
230882	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
560419	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
591187	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
246595	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
548838	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
136894	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
233682	NA	NA	NA	NA	Flavobacteria	Bacteroidetes	Bacteria
286813	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
249994	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
330803	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
233328	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
68987	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
105331	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
230145	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
551808	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
188334	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
230843	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
348941	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
228170	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
171189	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
341072	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
170720	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
343127	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
585343	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
118817	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
334598	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
61189	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
319928	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
234071	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
573052	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
548700	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
501319	NA	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
2375	NA	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
428237	NA	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
125969	Capnocytophagahaemolytica	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
361804	Capnocytophagasputigena	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
2394	Capnocytophagaochracea	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
165694	NA	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
56208	NA	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
241520	NA	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
112578	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
179042	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
107484	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
272591	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
60733	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
388912	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
442300	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
355611	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
203518	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
263225	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
39294	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
499875	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
534899	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
574039	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
426016	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
83993	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
341862	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
172143	Flavobacteriumsuccinicans	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
140859	Flavobacteriumsuccinicans	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
426108	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
270711	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
329653	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
471192	Flavobacteriumpsychrophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
558797	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
144140	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
248359	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
212836	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
540329	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
456274	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
469382	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
397003	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
114965	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
249853	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
571350	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
44265	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
99956	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
509233	NA	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
550030	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
241828	NA	Gillisia	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
139680	NA	Salegentibacter	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
154890	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
165728	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
143925	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
243681	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
556808	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
166621	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
86285	NA	Sediminicola	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
107130	NA	Sediminicola	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
187417	NA	Robiginitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
312668	NA	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
264786	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
306834	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
348807	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
278872	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
185297	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
171297	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
99909	NA	Winogradskyella	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
323607	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
80764	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
177653	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
342471	NA	NA	Flavobacteriaceae	Flavobacteriales	Flavobacteria	Bacteroidetes	Bacteria
