multipatt IndVal.g summary (verbatim):
96909  0.707  0.0253 *  
585574 0.707  0.0253 *  
159272 0.707  0.0253 *  
315780 0.707  0.0253 *  
107140 0.707  0.0253 *  
553983 0.707  0.0253 *  
159398 0.707  0.0253 *  
168507 0.707  0.0253 *  
7609   0.707  0.0253 *  
553528 0.707  0.0268 *  
231677 0.707  0.0268 *  
322879 0.707  0.0268 *  
564936 0.707  0.0268 *  
5135   0.707  0.0253 *  
316301 0.707  0.0253 *  
322591 0.707  0.0268 *  
270010 0.707  0.0253 *  
5066   0.707  0.0253 *  
575419 0.707  0.0270 *  
351644 0.707  0.0253 *  
560143 0.707  0.0253 *  
586152 0.707  0.0253 *  
123474 0.707  0.0268 *  
278733 0.707  0.0253 *  
594080 0.707  0.0253 *  
110731 0.707  0.0268 *  
100203 0.707  0.0268 *  
202204 0.707  0.0268 *  
257413 0.707  0.0242 *  
277670 0.707  0.0242 *  
565725 0.707  0.0268 *  
336543 0.707  0.0268 *  
556772 0.707  0.0242 *  
546740 0.707  0.0268 *  
347949 0.707  0.0230 *  
186396 0.707  0.0242 *  
276208 0.707  0.0268 *  
111879 0.707  0.0284 *  
516703 0.707  0.0234 *  
541086 0.707  0.0268 *  
544302 0.707  0.0253 *  
103846 0.707  0.0253 *  
155338 0.707  0.0253 *  
574275 0.707  0.0253 *  
228239 0.707  0.0268 *  
136616 0.707  0.0253 *  
356548 0.707  0.0253 *  
211365 0.707  0.0253 *  
176117 0.707  0.0253 *  
574536 0.707  0.0253 *  
266612 0.707  0.0253 *  
267833 0.707  0.0253 *  
272622 0.707  0.0253 *  
549399 0.707  0.0253 *  
278603 0.707  0.0253 *  
319668 0.707  0.0253 *  
250376 0.707  0.0253 *  
259136 0.707  0.0253 *  
542481 0.707  0.0253 *  
152931 0.707  0.0284 *  
230366 0.707  0.0268 *  
234763 0.707  0.0268 *  
588899 0.707  0.0253 *  
249530 0.707  0.0253 *  
139738 0.707  0.0253 *  
275770 0.707  0.0253 *  
271221 0.707  0.0253 *  
565674 0.707  0.0253 *  
147665 0.707  0.0253 *  
100730 0.707  0.0253 *  
590543 0.707  0.0253 *  
10865  0.707  0.0253 *  
148326 0.707  0.0253 *  
561928 0.707  0.0253 *  
378495 0.707  0.0253 *  
570484 0.707  0.0253 *  
10888  0.707  0.0253 *  
289889 0.707  0.0253 *  
583955 0.707  0.0253 *  
557184 0.707  0.0253 *  
163459 0.707  0.0253 *  
154663 0.707  0.0253 *  
150803 0.707  0.0253 *  
109282 0.707  0.0253 *  
154062 0.707  0.0253 *  
574156 0.707  0.0253 *  
192150 0.707  0.0253 *  
109278 0.707  0.0253 *  
77873  0.707  0.0253 *  
578329 0.707  0.0253 *  
513824 0.707  0.0253 *  
10890  0.707  0.0253 *  
589224 0.707  0.0247 *  
112173 0.707  0.0253 *  
278071 0.707  0.0253 *  
72613  0.707  0.0253 *  
307864 0.707  0.0253 *  
245906 0.707  0.0253 *  
100033 0.707  0.0253 *  
509769 0.707  0.0253 *  
309672 0.707  0.0253 *  
549531 0.707  0.0253 *  
590689 0.707  0.0253 *  
328281 0.707  0.0253 *  
229528 0.707  0.0284 *  
275503 0.707  0.0253 *  
10661  0.707  0.0253 *  
275844 0.707  0.0253 *  
276445 0.707  0.0253 *  
570102 0.707  0.0253 *  
111722 0.707  0.0253 *  
178175 0.707  0.0253 *  
562069 0.707  0.0253 *  
325961 0.707  0.0253 *  
274528 0.707  0.0253 *  
254628 0.707  0.0253 *  
347524 0.707  0.0253 *  
522005 0.707  0.0253 *  
546642 0.707  0.0253 *  
236312 0.707  0.0253 *  
279253 0.707  0.0253 *  
10719  0.707  0.0253 *  
103899 0.707  0.0253 *  
554911 0.707  0.0253 *  
511753 0.707  0.0253 *  
286079 0.707  0.0253 *  
10658  0.707  0.0253 *  
190481 0.707  0.0242 *  
342087 0.707  0.0242 *  
573049 0.707  0.0242 *  
105331 0.707  0.0268 *  
154890 0.707  0.0242 *  
107130 0.707  0.0268 *  
312668 0.707  0.0253 *  
80764  0.707  0.0253 *  
177653 0.707  0.0270 *  
342471 0.707  0.0242 *  
226929 0.707  0.0253 *  
590020 0.707  0.0253 *  
510003 0.707  0.0253 *  
165871 0.707  0.0268 *  
353843 0.707  0.0242 *  
224838 0.707  0.0242 *  
548650 0.707  0.0268 *  
233273 0.707  0.0268 *  
572612 0.707  0.0242 *  
293440 0.707  0.0242 *  
546283 0.707  0.0268 *  
510458 0.707  0.0234 *  
354185 0.707  0.0247 *  
258102 0.707  0.0253 *  
59897  0.707  0.0253 *  
247849 0.707  0.0253 *  
509797 0.707  0.0253 *  
159438 0.707  0.0253 *  
152632 0.707  0.0253 *  
534943 0.707  0.0253 *  
215176 0.707  0.0270 *  
194491 0.707  0.0253 *  
273031 0.707  0.0253 *  
570489 0.707  0.0253 *  
255558 0.707  0.0253 *  
164768 0.707  0.0253 *  
161044 0.707  0.0253 *  
31738  0.707  0.0253 *  
346244 0.707  0.0253 *  
234454 0.707  0.0242 *  
113192 0.707  0.0253 *  
182109 0.707  0.0253 *  
304950 0.707  0.0253 *  
277923 0.707  0.0253 *  
530814 0.707  0.0253 *  
533069 0.707  0.0253 *  
337205 0.707  0.0253 *  
199540 0.707  0.0253 *  
272414 0.707  0.0253 *  
257461 0.707  0.0253 *  
160549 0.707  0.0253 *  
574623 0.707  0.0253 *  
204817 0.707  0.0253 *  
553535 0.707  0.0253 *  
514080 0.707  0.0234 *  
246040 0.707  0.0253 *  
339589 0.707  0.0253 *  
238328 0.707  0.0253 *  
552017 0.707  0.0253 *  
511928 0.707  0.0253 *  
33594  0.707  0.0253 *  
535561 0.707  0.0253 *  
267092 0.707  0.0253 *  
510686 0.707  0.0253 *  
172911 0.707  0.0253 *  
270455 0.707  0.0253 *  
544574 0.707  0.0284 *  
517793 0.707  0.0270 *  
159970 0.707  0.0253 *  
513658 0.707  0.0284 *  
355710 0.707  0.0284 *  
61856  0.707  0.0253 *  
113979 0.707  0.0253 *  
111528 0.707  0.0268 *  
264161 0.707  0.0253 *  
553831 0.707  0.0253 *  
2788   0.707  0.0268 *  
577122 0.707  0.0253 *  
270592 0.707  0.0253 *  
579998 0.707  0.0253 *  
582419 0.707  0.0253 *  
165216 0.707  0.0253 *  
237767 0.707  0.0253 *  
576162 0.707  0.0253 *  
251688 0.707  0.0253 *  
231309 0.707  0.0242 *  
576923 0.707  0.0253 *  
260280 0.707  0.0253 *  
571999 0.707  0.0253 *  
403814 0.707  0.0253 *  
549187 0.707  0.0253 *  
276082 0.707  0.0253 *  
262812 0.707  0.0253 *  
518323 0.707  0.0253 *  
549321 0.707  0.0253 *  
553650 0.707  0.0253 *  
562167 0.707  0.0253 *  
590201 0.707  0.0253 *  
274885 0.707  0.0253 *  
108426 0.707  0.0274 *  
175045 0.707  0.0307 *  
570826 0.707  0.0298 *  
538297 0.707  0.0265 *  
10686  0.707  0.0240 *  
272596 0.707  0.0265 *  
108675 0.707  0.0438 *  
151807 0.707  0.0316 *  
323748 0.707  0.0411 *  
334363 0.706  0.0266 *  
166871 0.706  0.0232 *  
530809 0.706  0.0194 *  
309076 0.706  0.0301 *  
264692 0.706  0.0332 *  
513750 0.706  0.0332 *  
257849 0.706  0.0194 *  
449515 0.706  0.0311 *  
363429 0.706  0.0298 *  
554003 0.706  0.0260 *  
341545 0.706  0.0332 *  
147735 0.706  0.0229 *  
154397 0.706  0.0335 *  
105207 0.706  0.0266 *  
263799 0.706  0.0240 *  
266754 0.705  0.0278 *  
2589   0.705  0.0266 *  
308423 0.705  0.0311 *  
565462 0.705  0.0240 *  
581457 0.705  0.0332 *  
251576 0.705  0.0331 *  
227597 0.704  0.0463 *  
589134 0.704  0.0413 *  
41059  0.704  0.0407 *  
152696 0.703  0.0208 *  
152853 0.703  0.0260 *  
33643  0.703  0.0263 *  
558137 0.703  0.0332 *  
172515 0.703  0.0459 *  
278788 0.703  0.0306 *  
159441 0.703  0.0306 *  
101660 0.702  0.0455 *  
286332 0.702  0.0337 *  
104828 0.702  0.0393 *  
523998 0.701  0.0298 *  
342146 0.701  0.0493 *  
233758 0.700  0.0417 *  
193004 0.700  0.0321 *  
159207 0.700  0.0321 *  
169282 0.700  0.0305 *  
533883 0.700  0.0407 *  
243860 0.699  0.0495 *  
91023  0.699  0.0313 *  
589761 0.699  0.0307 *  
344447 0.699  0.0304 *  
584923 0.699  0.0266 *  
340951 0.697  0.0460 *  
352770 0.696  0.0451 *  
171373 0.696  0.0274 *  
256904 0.693  0.0380 *  
140189 0.692  0.0321 *  
326461 0.692  0.0277 *  
148371 0.691  0.0374 *  
201369 0.689  0.0289 *  
139354 0.686  0.0423 *  
142371 0.682  0.0365 *  
162179 0.676  0.0499 *  
161860 0.675  0.0455 *  

 Group Freshwater+Saline  #sps.  120 
        stat p.value    
114044 0.999  0.0001 ***
561077 0.998  0.0014 ** 
308887 0.998  0.0001 ***
534609 0.998  0.0139 *  
339261 0.998  0.0058 ** 
118817 0.998  0.0130 *  
61189  0.998  0.0153 *  
327536 0.998  0.0055 ** 
340216 0.997  0.0069 ** 
141872 0.997  0.0003 ***
278521 0.997  0.0002 ***
323845 0.997  0.0499 *  
513590 0.996  0.0011 ** 
170976 0.996  0.0013 ** 
593801 0.996  0.0081 ** 
229790 0.994  0.0074 ** 
332808 0.993  0.0077 ** 
200741 0.992  0.0199 *  
114612 0.990  0.0329 *  
313857 0.984  0.0281 *  
91725  0.952  0.0027 ** 
388347 0.951  0.0007 ***
318540 0.951  0.0009 ***
139214 0.949  0.0010 ***
535929 0.948  0.0290 *  
250544 0.940  0.0213 *  
103055 0.905  0.0029 ** 
8057   0.905  0.0018 ** 
98216  0.905  0.0019 ** 
346479 0.905  0.0028 ** 
306869 0.903  0.0038 ** 
168285 0.901  0.0037 ** 
354554 0.901  0.0155 *  
160023 0.901  0.0022 ** 
46777  0.853  0.0465 *  
284550 0.853  0.0087 ** 
156416 0.853  0.0069 ** 
142768 0.852  0.0132 *  
253703 0.850  0.0242 *  
313351 0.847  0.0108 *  
13034  0.844  0.0412 *  
468138 0.841  0.0085 ** 
270517 0.841  0.0146 *  
156101 0.831  0.0239 *  
327084 0.821  0.0402 *  
317794 0.798  0.0233 *  
549748 0.798  0.0100 ** 
308726 0.798  0.0193 *  
370014 0.798  0.0276 *  
135917 0.798  0.0301 *  
91521  0.798  0.0110 *  
254127 0.798  0.0281 *  
113116 0.798  0.0164 *  
149523 0.798  0.0144 *  
511725 0.798  0.0290 *  
157385 0.798  0.0143 *  
315021 0.798  0.0241 *  
63232  0.798  0.0182 *  
585368 0.798  0.0095 ** 
213225 0.798  0.0145 *  
589011 0.798  0.0171 *  
142901 0.798  0.0121 *  
47263  0.798  0.0186 *  
536561 0.796  0.0290 *  
240724 0.795  0.0176 *  
252310 0.795  0.0222 *  
354483 0.794  0.0267 *  
7624   0.790  0.0194 *  
51628  0.789  0.0322 *  
35556  0.778  0.0196 *  
140384 0.739  0.0303 *  
239439 0.739  0.0387 *  
220496 0.739  0.0336 *  
8096   0.739  0.0327 *  
135216 0.739  0.0290 *  
83068  0.739  0.0293 *  
7649   0.739  0.0420 *  
593544 0.739  0.0454 *  
306234 0.739  0.0273 *  
563756 0.739  0.0383 *  
339335 0.739  0.0374 *  
559617 0.739  0.0367 *  
583279 0.739  0.0324 *  
346330 0.739  0.0315 *  
166413 0.739  0.0270 *  
362520 0.739  0.0290 *  
542445 0.739  0.0332 *  
509640 0.739  0.0403 *  
541076 0.739  0.0338 *  
210461 0.739  0.0398 *  
141996 0.739  0.0344 *  
572774 0.739  0.0318 *  
2476   0.739  0.0374 *  
560267 0.739  0.0300 *  
254954 0.739  0.0352 *  
240630 0.739  0.0429 *  
279390 0.739  0.0311 *  
239678 0.739  0.0403 *  
113334 0.739  0.0416 *  
405181 0.739  0.0280 *  
258358 0.739  0.0476 *  
256933 0.739  0.0347 *  
589290 0.739  0.0347 *  
161263 0.739  0.0406 *  
536385 0.739  0.0398 *  
560786 0.739  0.0327 *  
66932  0.739  0.0363 *  
170286 0.739  0.0327 *  
583602 0.739  0.0304 *  
530010 0.739  0.0311 *  
241588 0.739  0.0412 *  
573498 0.739  0.0333 *  
278709 0.739  0.0343 *  
72863  0.739  0.0303 *  
533639 0.739  0.0319 *  
539496 0.731  0.0443 *  
583294 0.730  0.0432 *  
63234  0.729  0.0438 *  
212027 0.717  0.0458 *  
223804 0.674  0.0473 *  

 Group Human+Saline  #sps.  3 
        stat p.value  
108747 0.992  0.0433 *
359171 0.953  0.0111 *
262838 0.856  0.0342 *
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1 
NULL
